data_arc_in_days,observations_used,orbit_uncertainty,minimum_orbit_intersection,eccentricity,perihelion_distance,perihelion_time,absolute_magnitude,relative_velocity,hazardous,estimated_diameter
8814.0,633,0,0.38788,0.4627876496185369,0.5909690944022754,2461104.958811281,18.29,21.2789450503,False,0.9452411434
24459.0,410,0,0.000669885,0.5620194111544389,0.6388510456200265,2460927.5491592926,18.05,20.0566492245,True,1.05570509335
9487.0,493,0,0.0227174,0.5489369622513987,0.8572145869826526,2460832.1816375777,18.29,14.4279405097,True,0.9452411434
9749.0,1123,0,0.0176985,0.6008300483030032,0.7065553940900586,2460789.9132984127,18.06,12.077915027,True,1.05085456905
9888.0,587,0,0.197552,0.6068717917601386,0.4638714104842394,2460998.855075929,17.92,22.5499863605,False,1.12083740735
9570.0,705,0,0.106931,0.3412448725552183,0.830941770206202,2460980.558307451,18.33,9.7960635935,False,0.9279885482
17491.0,537,0,0.193723,0.1843338322215138,1.17028713485208,2460950.6336493306,18.73,11.012183845,False,0.7718672544
11951.0,2432,0,0.214659,0.0746099878007535,1.22261878230361,2461154.929100031,18.79,2.9992127862,False,0.7508317288
9057.0,1449,0,0.00936359,0.2932942224533616,0.7092472473507959,2460914.0345733254,20.49,13.2537570443,True,0.34319631565
9165.0,244,0,0.0706105,0.4767091936534364,0.3965310208055609,2460935.058494517,18.98,24.8721244101,False,0.6879274146000001
8475.0,860,0,0.261525,0.3613249822460405,0.7290459972382456,2460816.375588767,17.97,13.7872297786,False,1.09532403305
14915.0,1681,0,0.0275293,0.3185928607382996,0.7759217893810436,2460871.976413681,19.39,9.9343615694,True,0.56956411215
8790.0,233,1,0.303153,0.3806815555327689,1.294594137707131,2461448.478789173,18.04,3.8928059834,False,1.0605780066500001
8809.0,1385,0,0.125131,0.29804615791093,0.7031849578633178,2460907.837789373,20.3,12.9217863147,False,0.3745783022
9060.0,318,0,0.1417,0.531489190560041,0.7370552578759354,2460709.770899797,18.98,9.9223876279,False,0.6879274146000001
8847.0,546,0,0.164787,0.7436157574711671,0.3007091875978126,2460823.668196475,18.19,24.3945744692,False,0.98978898605
9891.0,3132,0,0.0622945,0.6779799447731473,0.6673483224088768,2460579.2882083985,17.8,24.677399219,False,1.184520597
7729.0,532,0,0.182741,0.2537373513815643,0.8349993301042055,2461155.5645067343,18.82,9.6540704635,False,0.7405299313
9001.0,2249,0,0.0242209,0.3333955884059898,0.688984100104971,2460860.785422339,18.52,9.1385705188,True,0.85024212245
8980.0,371,0,0.162632,0.3859484537540521,1.143211271071812,2461239.676354752,17.41,25.1157141932,False,1.41756380865
7852.0,285,0,0.270847,0.3280470387557247,1.266964162539918,2460549.460654448,19.18,1.5785500345,False,0.6273972588
8412.0,246,0,0.0243643,0.4519475232108031,1.019122861771924,2461252.8377006967,17.74,16.4305942651,True,1.2177064792499999
8289.0,1164,0,0.0111482,0.3101068073735513,0.9799972397020305,2460891.122730853,18.46,6.5140438141,True,0.87406275925
8475.0,775,0,0.0455102,0.5677148059391803,0.7870276169669812,2460942.509850574,18.08,16.7082683103,True,1.04122027645
8215.0,911,0,0.0261193,0.4608767892427914,0.7263817539100602,2461021.8980057808,18.48,13.3018130786,True,0.8660493037000001
8404.0,763,0,0.184583,0.4815726712737569,0.4986864281946136,2461044.4844881836,19.24,21.1617294109,False,0.6102989417
12157.0,1696,0,0.077277,0.2410885148573753,1.061476995938954,2460859.36468017,19.04,6.2218249219,False,0.6691794826999999
13550.0,1201,0,0.102917,0.5500510861835878,0.5604144946560607,2461019.62337244,17.46,20.1773021521,False,1.3852961169
8485.0,503,0,0.0413495,0.5794606808574189,0.6427310702917189,2461160.2915104106,18.86,11.9861081588,True,0.7270137368
8067.0,426,0,0.145221,0.4440237332576913,1.009979831275626,2461409.529567309,17.32,22.4492731009,False,1.4775514650000001
10245.0,773,0,0.188939,0.4508739948822958,1.023049139889136,2460722.112790897,18.67,8.5370862606,False,0.7934921175
13615.0,855,0,0.0879071,0.4506156532642224,1.092527228464896,2460562.547146556,17.36,8.4342877701,False,1.4505831115
2001.0,297,1,0.0723061,0.176817966816583,0.8066119574690553,2461034.6027540336,20.65,19.2372170937,False,0.31881784125
3746.0,472,0,0.0197284,0.4275430416381251,0.5588358501616407,2461068.5667477534,20.06,10.0845533751,True,0.41835273915
10657.0,529,0,0.176344,0.5666363464118059,0.399382412939568,2460950.931500093,18.5,22.5601860235,False,0.85810931595
8116.0,713,0,0.0360311,0.7245192698487216,0.2994376770982908,2461139.6182402805,18.07,21.877077822,True,1.0460263309
4308.0,86,1,0.31595,0.3223418814702805,0.6869051300595339,2461075.754719548,20.2,19.1623232547,False,0.3922316337
11307.0,764,0,0.040999,0.6267401021273621,0.5648559907125155,2461124.584548657,18.94,15.3521843421,True,0.7007169401
7962.0,890,0,0.280308,0.5289639993938079,0.4673173751486033,2460959.4928898914,19.15,28.5254664572,False,0.6361252240999999
13710.0,1486,0,0.0240385,0.5286540313477676,0.9437377353303716,2460769.3820425957,18.32,12.7198346959,True,0.93227194875
2954.0,295,0,0.039566,0.5361864156172793,0.7533125602737089,2460791.523852847,19.52,8.1447870997,True,0.53646651175
7854.0,339,0,0.263389,0.5095402383325527,1.262733320033067,2461539.18425085,17.44,10.1520883326,False,1.39811410405
8978.0,1255,0,0.14677,0.4573611943126667,1.120680849523819,2461292.6962331017,18.33,10.0888534839,False,0.9279885482
12186.0,4558,0,0.0579887,0.1548329635289812,1.042860976143619,2460844.6171885687,18.34,8.6733530301,False,0.9237248281
8141.0,1441,0,0.249227,0.2935296342448727,1.18265898283706,2461088.696207776,18.2,9.388967514,False,0.98524131875
13542.0,287,0,0.000269715,0.7299001240958827,0.5738086589633381,2460694.8572685495,18.94,23.730147597,True,0.7007169401
8029.0,1446,0,0.0017575,0.588802146755744,0.6200929183653956,2460701.579533773,18.89,15.5708591385,True,0.7170387344
7653.0,650,0,0.0561994,0.5219161809720879,0.7840118658445324,2460789.966706632,17.55,16.8515370276,False,1.3290539694
17374.0,776,0,0.25835,0.412282313072056,1.253311099890176,2461467.4244363406,17.35,5.0845115188,False,1.4572786989000002
12099.0,511,0,0.0205801,0.3980114884173155,0.8689737501271712,2460782.6452720286,19.23,7.6516205757,True,0.6131159536499999
15592.0,117,0,0.0386954,0.485693171097681,0.7480166498585509,2460743.256080632,19.1,12.6495292218,True,0.650942484
25988.0,638,0,0.0625842,0.2716667875240919,0.6612353286780519,2461103.825670294,19.71,22.8036774311,False,0.49152161034999997
11554.0,132,0,0.120016,0.5617343723811957,0.6096271081916508,2460819.915701926,19.63,17.3223479849,False,0.5099676377
9209.0,383,0,0.015271,0.2085330064997544,0.6845359769566636,2461093.574164309,17.87,10.5044193676,True,1.1469450644
11523.0,908,0,0.0150763,0.7139855084806118,0.720804100748384,2460991.3490455886,19.68,15.09496562,True,0.49835935705
9399.0,538,0,0.045394,0.3659918246248302,0.7157767464057636,2461128.3868326326,20.24,22.6694126777,True,0.3850725996
12844.0,266,0,0.0058973,0.6396395446544186,0.5216889827831572,2461207.223914272,19.49,17.9239096164,True,0.5439295043500001
9961.0,468,0,0.00161654,0.5730270113716196,0.574770320402739,2461188.330344123,19.33,16.7466880719,True,0.58552119005
10285.0,565,0,0.111779,0.7392236277423067,0.2289825339167598,2460986.717357012,19.1,26.379523543,False,0.650942484
9532.0,553,0,0.0188658,0.4973768280950478,0.5985713769167451,2461176.2128559174,19.22,10.566623338,True,0.6159459682499999
