data_arc_in_days,observations_used,orbit_uncertainty,minimum_orbit_intersection,eccentricity,perihelion_distance,perihelion_time,absolute_magnitude,relative_velocity,hazardous,estimated_diameter
10.756140182282905,2.4617841642090985,-1.324463441398265,0.3038061926415661,0.2922270017717359,0.8527532608995942,0.09255298141506334,-2.143780949310169,-0.40165993001973177,False,5.061300555629498
7.666995402665942,-0.25533791255460475,-1.324463441398265,0.3131383945251136,1.0847097471841518,0.8905248025973822,0.16503167791645232,-1.7825049218223343,0.29868227009959997,False,2.8873062294109006
10.324762582446724,0.1494314617968819,-1.324463441398265,-0.7392344391300348,2.217993225838483,-2.0752863134224486,0.1903273335898876,-1.671618220316166,0.9761721021719765,True,2.3989241537784496
4.675420149890315,-0.22950156951089284,-0.9982341442051478,-0.7714625441075035,0.6923114456922759,-0.4694928857007135,0.17773783140494762,-1.9005456040708344,2.281294851571586,True,3.4898117993626228
4.918675682563236,1.9708936463785718,-1.324463441398265,-0.7920840068512897,0.3816723560057999,-1.9745001939691769,0.3781469858802981,-1.0492218957331627,0.680270118760374,True,0.6444949912198247
4.8541862350276945,-0.13476831168394915,-0.9982341442051478,0.7921409607286125,1.052196090990947,0.9262146242111511,0.21024080792621475,-2.104434055227336,0.6228440593026348,False,4.772586180820776
4.711841651348211,11.478667886464557,-1.324463441398265,-0.7053627636261696,-0.35927838170791343,-0.35933801091742135,0.30721876189879355,-1.360420058024665,-0.04955351469988936,True,1.3482951744865244
4.494649211461675,0.41640700658190505,-1.324463441398265,-0.4675570648295652,0.3578538359618251,0.5395473561290065,0.021346828255480028,-1.557154528438832,-0.38170899029712,True,1.9628381286358747
4.891276020916011,8.055352433172727,-1.324463441398265,-0.2505893185585645,0.4346653065330742,0.6596678977264506,0.3815865232092611,-2.1151650263408364,-0.5713657228681595,False,4.849881642666917
4.0589277628277625,2.4359478211653864,-1.324463441398265,1.0515718476210667,-0.39720058692241317,0.716575732082185,-0.06063058663555083,-1.9398924981536678,-0.9554199582510214,False,3.711870813414253
4.159838711821199,5.08847904031981,-1.324463441398265,-0.6570699705882382,0.3470493154101272,-1.4064526097427477,0.36234859700171557,-1.743158027739501,0.30767206218312576,True,2.705976753023521
10.229197908896648,6.156381219459902,-1.324463441398265,-0.553065121809824,1.180474585331367,-1.3736886864961,0.14915686907258446,-2.1759738626506695,1.313103189213335,True,5.308645410751658
3.8140015190787917,10.83706536754571,-1.324463441398265,1.0106853408751881,-0.7860647640918048,-0.5309282679407106,0.24844182654401753,-2.143780949310169,-0.8110524701888578,False,5.061300555629498
3.32448317379606,1.333597184633678,-1.324463441398265,-0.8221174764031894,-0.16180616582702265,-1.0944346877425093,0.38669827447934335,-0.9383351942269959,-0.10038916235633039,True,0.4544923156504995
4.570165352099147,21.012278469594253,-1.324463441398265,-0.8186986247838355,-0.1510512534230968,0.2465028609429842,0.16260475959350543,-1.6501562780891663,-1.242768288356405,True,2.312189159554059
4.337936512528159,0.9374399246300953,-1.324463441398265,0.30720168672202264,0.7786708082643276,0.8128673288561209,-0.2989085150980571,-1.3461120965399973,0.4338269218380823,False,1.309382111239032
3.80564796369854,2.3239903346426347,-1.324463441398265,-0.6443898547960624,0.5760733526411876,-1.5866073486864254,0.29423551497737555,-2.13304997819667,0.38613517571345596,True,4.981104317440985
5.215059827454555,3.150753312041416,-1.324463441398265,0.754357978826973,-1.2635605342228622,1.0981467783714256,0.20463003587619397,-1.886237642586168,-0.9364405687669182,False,3.411811652595077
3.467830184121174,6.419050707070974,-1.324463441398265,-0.3788449158237036,0.5471527472138533,-0.4024063759893915,0.05487844344175909,-1.9756624018653353,-0.37420720779620464,True,3.923739933697877
0.15414183588305314,-0.2036652264671809,-0.6720048470120306,0.45002871160950264,-0.6107184618843348,-0.8556013816760834,0.1861399237727275,-1.2352253950338303,-0.0516930699385703,False,1.0309241006585748
4.311539277526564,4.735382352055747,-1.324463441398265,-0.5003008739875974,0.1277538842837625,-1.574986037676848,0.26339193992902776,-2.1402039589390034,0.25942874469822746,True,5.034445276295901
4.742582735147536,1.4800031285480455,-1.324463441398265,-0.10844247385471739,0.34896303773341836,0.7022084067931208,0.6222978620183441,-1.6000784128928325,-1.0815807903557788,False,2.1188888550446037
3.4878787170337775,7.594604315559866,-1.324463441398265,0.9446029704112731,-0.5581198182449881,1.1691432166669946,0.015694269996710582,-2.057933180402169,-0.2628180017409692,False,4.449708894692249
3.8437401762324868,4.2444918342252205,-1.324463441398265,-0.6050843073959251,0.6720171808680221,-1.1912971059437405,0.014648647756497114,-1.6108093840063331,-0.49399206348731317,True,2.1592677096263966
3.906893054907187,3.198119940954888,-1.324463441398265,0.6420579596373548,-0.18985399778498369,0.2015131079410797,0.0634592433958029,-1.9756624018653353,1.2924131444976656,False,3.923739933697877
4.625632959824016,8.05965849034668,-1.324463441398265,-0.5816024112312399,0.16269383922243055,-1.0094020625756694,0.4745458603088919,-1.7073881240278335,0.8605276003791313,True,2.548916004357315
2.409601788550928,3.8870890887872056,-1.324463441398265,-0.6209220164094172,1.3683629418225338,0.2103406958168728,0.6790282593782605,-1.4820377306443324,-0.24508554235869145,True,1.7096648829639514
3.388638479116391,0.37765249201633716,-1.324463441398265,-0.4600588622964808,1.2125565168087817,0.5615734645917146,0.7353627872719896,-1.660887249202667,-1.174626487451734,True,2.3552570893557934
3.0615132504257465,3.6545620013937987,-1.324463441398265,-0.1906804753893392,-0.40690163673452723,0.5136359688899071,0.48182749055102997,-1.889814632957335,0.14637441267500617,False,3.431177195400122
3.840064611865176,0.6876886085408801,-1.324463441398265,1.1495761879114383,1.0464928259622965,1.3173059069625488,1.0104610266367937,-1.803966864049334,-0.4196019562594751,False,2.990153874831516
3.6927078949575414,10.501192907977456,-1.324463441398265,-0.6316556706268092,0.5837428602903153,0.07160135526652789,-0.11966023338935379,-2.025740267061669,0.26939106641491317,True,4.237236319554902
4.568828783238307,5.2908637274955534,-1.324463441398265,1.1783730055428256,0.5688185202798421,1.3486445923283055,-0.1659749043524752,-1.6322713262333326,-1.2638606141131827,False,2.241718410853535
3.6559522512844356,1.7254483874633086,-1.324463441398265,0.945176095208293,-0.5408969915637466,0.957126632152587,0.3119548779055394,-1.8790836618438347,-1.7256527162970088,False,3.37334708841073
3.8534303004735784,5.256415270103937,-1.324463441398265,-0.7925841393392549,0.5665620281249777,-0.6247835601442175,0.3302257501824972,-1.9148535655555008,0.4019417299615505,True,3.569262076949468
3.370928941710258,15.90960071846115,-1.324463441398265,-0.6299968528180766,-1.2857911482858189,0.1812091542708879,0.06858165591845548,-2.1545119204236696,0.9282206633840152,True,5.142612434180044
3.0057115004856674,0.37765249201633716,-1.324463441398265,0.5927908544444899,0.7831489100800475,0.6561638597698553,0.47425497222780194,-1.9792393922365024,0.24506014616354313,False,3.9454684301100955
3.5209587963395728,5.028194239884482,-1.324463441398265,-0.6815845727551005,0.41714563018343187,0.23955878311895112,0.014803428042058428,-1.6036554032639998,-0.5276591973234236,True,2.132286536948115
3.3993310300031125,2.629720393993226,-1.324463441398265,-0.07409391526502986,0.14273881700552588,0.836410259746259,-0.15809773392443702,-1.9112765751843348,-0.8766692061020613,False,3.549262092018668
3.5139418098201616,9.394536214271795,-1.324463441398265,0.04164268997162376,-0.14561715790547902,0.4508773095995695,0.0022716993572661627,-1.9863933729788357,-0.29665994718819705,False,3.9892267679261706
4.04489378978894,2.892389881604297,-1.324463441398265,0.008113807978428585,1.23231195065642,-1.3316050257223804,0.37907180206309016,-1.9148535655555008,1.1647083864164511,False,3.569262076949468
3.56406314210167,5.45879995727968,-1.324463441398265,3.207061768185981,0.6967935162738466,-1.2992874414488493,0.22743350656973135,-2.1473579396813363,1.342198007352665,False,5.088279792956829
3.8313769142697147,4.817197438360835,-1.324463441398265,0.00697404658963852,-1.4478994134201024,0.9123995316106132,0.07712770764773523,-1.3997669521074985,-1.7312346588151029,False,1.4590769718718992
7.969728249646253,3.2842410844339276,-1.324463441398265,0.3298995914190865,0.7492240697145639,0.09161013698842888,-0.1436132057770586,-2.025740267061669,-0.26634139473203877,False,4.237236319554902
8.504355793982342,2.918226224648009,-1.324463441398265,0.9568007962799194,-0.2762528037611438,1.1606936870046363,0.5888049043401374,-1.8290057966475008,-0.6783482595040624,False,3.1137902123072947
3.7822580086338364,4.890400410318018,-1.324463441398265,-0.4919310892160264,-0.16826275182102265,-0.9212985973583948,0.30524436305636626,-1.7896589025646674,-0.6053990740371766,True,2.9212735128173355
3.4334135359545384,1.2173336409369744,-1.324463441398265,-0.14613786498549167,0.5254823356416743,-0.013733563162782783,0.5319194431813827,-1.7324270566260005,-0.41019496431635394,False,2.6580967690069173
4.882922465535759,4.22296154835546,-1.324463441398265,-0.695031378134233,-0.46121631714565353,0.13283697458243826,0.006677538846631006,-1.9577774500095015,0.180221231256107,True,3.8165858107985593
